loan_amnt,term,int_rate,installment,annual_inc,delinq_2yrs,grade_A,grade_B,grade_C,grade_D,grade_E,grade_F,grade_G,home_ownership_ANY,home_ownership_MORTGAGE,home_ownership_NONE,home_ownership_OTHER,home_ownership_OWN,home_ownership_RENT,open_acc,loan_status
10000.0,36,11.99,332.1,56000.0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,7.0,0
15000.0,60,18.55,385.41,53000.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,18.0,0
6000.0,36,12.29,200.12,54000.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,1,13.0,0
2500.0,36,5.42,75.4,26940.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,7.0,0
13650.0,60,24.5,396.66,60000.0,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,13.0,0
24650.0,60,16.99,612.49,53616.72,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,6.0,0
5000.0,36,13.35,169.32,33092.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,10.0,0
18000.0,60,17.27,449.97,75000.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,7.0,0
25000.0,60,10.99,543.44,110000.0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,15.0,0
16000.0,60,17.57,402.57,65000.0,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,12.0,0
9000.0,36,14.31,308.96,71000.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,13.0,0
10000.0,36,8.9,317.54,48000.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,10.0,0
15000.0,36,11.55,495.0,110000.0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,7.0,0
9800.0,36,12.59,328.27,40000.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,5.0,0
17350.0,60,17.14,432.5,190000.0,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,6.0,0
14400.0,60,14.31,337.39,47424.0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,16.0,0
22000.0,36,12.49,735.88,61000.0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,11.0,0
2400.0,36,14.72,82.87,16656.0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,3.0,0
20400.0,36,6.03,620.89,76000.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,11.0,0
7000.0,36,9.99,225.84,100000.0,1.0,0,1,0,0,0,0,0,0,1,0,0,0,0,14.0,0
25000.0,36,13.35,846.57,92000.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,1,7.0,0
2475.0,36,16.99,88.23,75000.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,7.0,0
5275.0,36,7.62,164.38,50000.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,7.0,0
15000.0,36,9.49,480.43,70000.0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,15.0,0
13200.0,60,19.19,343.8,105000.0,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,9.0,0
3600.0,36,15.1,124.98,20000.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,8.0,0
12000.0,36,12.85,403.47,45000.0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,4.0,0
10000.0,60,13.67,230.98,30000.0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,9.0,0
16000.0,36,19.52,590.72,45000.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,10.0,0
9800.0,36,8.18,307.92,50000.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,9.0,0
8000.0,36,6.03,243.49,60000.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,5.0,0
24000.0,60,9.17,500.19,120000.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,15.0,0
8400.0,36,7.9,262.84,72000.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,17.0,0
20000.0,60,15.22,478.12,104000.0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,8.0,0
16750.0,60,22.47,467.11,45000.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,8.0,0
18225.0,60,13.11,415.71,90750.0,1.0,0,1,0,0,0,0,0,0,1,0,0,0,0,9.0,0
9000.0,36,14.49,309.75,85000.0,2.0,0,0,1,0,0,0,0,0,1,0,0,0,0,21.0,0
8000.0,36,6.89,246.62,55000.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,8.0,0
28000.0,36,7.9,876.13,90000.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,8.0,0
5600.0,36,7.69,174.69,62000.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,10.0,0
24250.0,60,14.33,568.42,55000.0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,9.0,0
16000.0,36,8.18,502.72,230000.0,2.0,0,1,0,0,0,0,0,0,1,0,0,0,0,6.0,0
31200.0,36,18.55,1136.59,99000.0,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,15.0,0
14000.0,36,13.66,476.18,150000.0,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,5.0,0
30000.0,36,20.5,1122.57,75000.0,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,10.0,0
1500.0,36,18.54,54.64,55000.0,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,13.0,0
8400.0,36,14.99,291.15,42000.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,16.0,0
20000.0,36,8.39,630.34,60000.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,14.0,0
24000.0,36,7.9,750.97,170000.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,13.0,0
20000.0,60,9.76,422.59,83000.0,1.0,0,1,0,0,0,0,0,0,1,0,0,0,0,10.0,0
10000.0,36,12.99,336.9,60000.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,13.0,0
5000.0,36,13.33,169.27,24000.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,8.0,0
6000.0,36,8.18,188.52,54051.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,1,5.0,0
10000.0,36,14.27,343.09,68000.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,9.0,0
21000.0,60,17.57,528.37,100000.0,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,27.0,0
31450.0,60,22.4,875.79,75110.0,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,7.0,0
10400.0,36,18.25,377.3,60000.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,1,9.0,0
6000.0,36,12.85,201.74,33000.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,10.0,0
20000.0,36,16.29,706.01,98000.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,5.0,0
20000.0,60,18.25,510.6,60946.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,7.0,0
17600.0,60,15.88,426.88,57240.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,8.0,0
20000.0,60,22.45,557.51,60000.0,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,13.0,0
19300.0,60,13.18,440.92,42000.0,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,19.0,0
30000.0,60,13.98,697.74,82762.0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,15.0,0
5000.0,36,11.53,164.96,55000.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,10.0,0
23275.0,60,24.7,679.07,88000.0,2.0,0,0,0,0,0,0,1,0,0,0,0,1,0,11.0,0
10000.0,36,18.85,365.81,44000.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,12.0,0
1000.0,36,14.31,34.33,37000.0,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,6.0,0
6000.0,36,10.99,196.41,62000.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,17.0,0
12800.0,36,13.99,437.42,92000.0,3.0,0,0,1,0,0,0,0,0,1,0,0,0,0,7.0,0
4800.0,36,9.99,154.86,47000.0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,12.0,0
8000.0,36,11.53,263.93,57000.0,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,6.0,0
1800.0,36,10.99,58.93,39000.0,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,8.0,0
30000.0,60,18.25,765.89,85000.0,1.0,0,0,0,0,1,0,0,0,1,0,0,0,0,11.0,0
9600.0,36,15.61,335.67,55000.0,2.0,0,0,0,1,0,0,0,0,1,0,0,0,0,11.0,0
24000.0,36,8.9,762.08,130000.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,10.0,0
3000.0,36,6.03,91.31,65000.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,11.0,0
11000.0,60,13.35,252.26,56000.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,11.0,0
8600.0,36,13.67,292.56,29000.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,18.0,0
17500.0,36,14.99,606.56,52000.0,2.0,0,0,1,0,0,0,0,0,1,0,0,0,0,9.0,0
11500.0,36,22.45,441.88,81521.86,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,9.0,0
10525.0,36,16.49,372.58,54000.0,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,8.0,0
6000.0,36,14.49,206.5,61000.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,16.0,0
10000.0,36,9.99,322.63,49000.0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,6.0,0
27900.0,60,20.99,754.64,91000.0,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,11.0,0
10800.0,60,16.99,268.35,35000.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,11.0,0
8000.0,36,10.15,258.71,72000.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,1,15.0,0
13500.0,36,6.62,414.5,51000.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,10.0,0
15000.0,36,10.15,485.07,72000.0,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,12.0,0
15000.0,36,11.44,494.22,37000.0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,7.0,0
7000.0,36,7.89,219.0,16000.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,6.0,0
20000.0,36,12.69,670.9,80000.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,8.0,0
12000.0,36,8.39,378.2,39800.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,18.0,0
12000.0,36,11.14,393.67,50000.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,7.0,0
7000.0,36,13.35,237.04,35000.0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,8.0,0
15000.0,36,9.99,483.94,92000.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,10.0,0
5250.0,36,12.12,174.68,42100.0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,12.0,0
13925.0,36,8.19,437.59,28000.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,15.0,0
25200.0,60,18.2,642.66,120000.0,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,8.0,0
12000.0,36,17.57,431.25,70000.0,2.0,0,0,0,1,0,0,0,0,1,0,0,0,0,20.0,0
18000.0,60,17.86,455.72,61200.0,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,25.0,0
30000.0,60,12.69,677.85,200000.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,15.0,0
10400.0,60,19.47,272.48,70000.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,5.0,0
11400.0,36,13.35,386.04,50000.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,9.0,0
6600.0,36,7.69,205.88,51000.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,19.0,0
12000.0,36,8.59,379.33,165000.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,9.0,0
35000.0,36,16.99,1247.68,246000.0,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,18.0,0
12000.0,60,13.99,279.16,50000.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,7.0,0
12000.0,36,7.89,375.43,35000.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,7.0,0
1450.0,36,17.77,52.26,24000.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,10.0,0
24000.0,60,13.33,550.14,92500.0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,10.0,0
8875.0,36,12.99,299.0,25510.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,8.0,0
15000.0,60,14.64,354.03,36500.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,4.0,0
20000.0,36,15.61,699.3,60000.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,8.0,0
10200.0,36,8.39,321.47,70000.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,10.0,0
27000.0,60,17.57,679.33,75000.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,16.0,0
20000.0,36,7.26,619.93,84000.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,16.0,0
14400.0,60,19.19,375.06,50000.0,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,6.0,0
10000.0,36,12.05,332.39,60000.0,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,5.0,0
15000.0,36,11.99,498.15,57240.0,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,12.0,0
3400.0,36,16.99,121.21,75000.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,1,6.0,0
15000.0,60,23.7,428.92,41000.0,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,11.0,0
13550.0,36,13.67,460.94,58000.0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,12.0,0
24000.0,36,6.03,730.46,250000.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,6.0,0
7500.0,36,11.53,247.43,62000.0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,9.0,0
8000.0,36,12.99,269.52,35363.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,22.0,0
15000.0,36,9.17,478.19,82500.0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,15.0,0
15000.0,36,12.49,501.74,110000.0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,14.0,0
5400.0,36,16.29,190.63,48000.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,11.0,0
24000.0,36,10.99,785.62,165000.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,19.0,0
5000.0,36,15.61,174.83,25000.0,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,7.0,0
25000.0,60,12.85,566.91,106000.0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,11.0,0
30000.0,60,14.98,713.39,115000.0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,17.0,0
5000.0,36,6.24,152.66,50000.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,9.0,0
9000.0,60,16.29,220.26,55000.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,8.0,0
11000.0,60,23.5,313.27,34000.0,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,6.0,0
9000.0,36,10.64,293.12,85000.0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,6.0,0
10450.0,36,7.26,323.91,34000.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,7.0,0
18000.0,60,17.57,452.89,90000.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,12.0,0
10000.0,36,13.67,340.18,58000.0,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,13.0,0
35000.0,60,15.61,843.9,75000.0,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,9.0,0
25000.0,36,12.99,842.23,94500.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,9.0,0
21000.0,36,7.89,657.0,58500.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,10.0,0
24350.0,60,23.43,692.47,75000.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,17.0,0
12000.0,36,7.9,375.49,75000.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,19.0,0
10000.0,36,9.76,321.55,80000.0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,15.0,0
19950.0,36,18.25,723.75,75000.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,12.0,0
15000.0,60,17.57,377.41,37800.0,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,12.0,0
17000.0,36,14.33,583.75,68000.0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,14.0,0
15000.0,36,12.39,501.02,75000.0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,9.0,0
21000.0,36,14.99,727.87,275000.0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,13.0,0
21200.0,36,12.35,707.7,115000.0,6.0,0,1,0,0,0,0,0,0,1,0,0,0,0,15.0,0
21000.0,36,11.55,693.0,150000.0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,9.0,0
10000.0,36,13.33,338.54,130000.0,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,13.0,0
20000.0,36,9.99,645.25,83380.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,8.0,0
20000.0,36,5.32,602.3,50000.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,6.0,0
12000.0,36,15.1,416.58,80000.0,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,6.0,0
10000.0,60,14.99,237.85,36000.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,7.0,0
5000.0,36,6.03,152.18,115000.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,13.0,0
8000.0,36,8.9,254.03,59000.0,3.0,1,0,0,0,0,0,0,0,1,0,0,0,0,13.0,0
28000.0,36,14.98,970.36,115000.0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,8.0,0
8500.0,36,9.99,274.24,49344.0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,15.0,0
10000.0,36,7.49,311.02,50000.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,4.0,0
10400.0,36,12.29,346.88,42500.0,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,10.0,0
16000.0,60,12.29,358.27,170000.0,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,14.0,0
12000.0,36,9.99,387.15,68000.0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,12.0,0
8125.0,36,16.99,289.64,20000.0,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,15.0,0
7500.0,36,18.75,273.98,74000.0,2.0,0,0,0,1,0,0,0,0,1,0,0,0,0,6.0,0
23325.0,60,19.52,611.76,58500.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,7.0,0
30000.0,60,21.99,828.4,118008.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,18.0,0
15000.0,36,18.25,544.17,40000.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,11.0,0
12000.0,36,12.69,402.54,35000.0,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,4.0,0
8000.0,36,10.99,261.88,40000.0,5.0,0,1,0,0,0,0,0,0,0,0,0,1,0,9.0,0
10100.0,60,16.29,247.18,70000.0,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,12.0,0
20000.0,36,6.89,616.54,101462.0,1.0,1,0,0,0,0,0,0,0,1,0,0,0,0,5.0,0
12050.0,60,18.2,307.31,33500.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,7.0,0
18000.0,60,21.48,491.84,66000.0,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,14.0,0
16000.0,36,14.49,550.66,180000.0,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,20.0,0
14000.0,60,16.59,344.86,78000.0,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,16.0,0
11500.0,60,13.98,267.47,74829.0,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,14.0,0
13000.0,36,7.9,406.78,86000.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,11.0,0
7000.0,36,8.18,219.94,42000.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,6.0,0
21725.0,36,8.9,689.84,49000.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,15.0,0
9000.0,36,13.99,307.56,30000.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,5.0,0
15000.0,36,6.97,462.96,85000.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,16.0,0
27500.0,60,23.1,776.82,85000.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,12.0,0
2400.0,36,11.99,79.71,52000.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,13.0,0
18000.0,60,17.57,452.89,60000.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,11.0,0
5000.0,36,10.49,162.49,36000.0,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,10.0,0
8000.0,36,5.32,240.92,80000.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,13.0,0
10500.0,36,5.32,316.21,62000.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,22.0,0
7000.0,36,13.53,237.65,100000.0,2.0,0,1,0,0,0,0,0,0,1,0,0,0,0,12.0,0
16000.0,60,19.52,419.65,67000.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,1,22.0,0
14250.0,60,19.52,373.75,36000.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,11.0,0
10000.0,36,8.18,314.2,53000.0,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,11.0,0
29700.0,36,8.39,936.05,62000.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,13.0,0
10525.0,60,19.52,276.05,40000.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,12.0,0
1500.0,36,13.33,50.78,42500.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,1,17.0,0
25000.0,36,16.24,881.9,80000.0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,11.0,0
5000.0,60,19.72,131.7,60000.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,8.0,0
8800.0,36,12.35,293.76,52400.0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,9.0,0
12000.0,36,7.12,371.19,110000.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,14.0,0
25000.0,60,14.33,586.0,104457.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,30.0,0
19050.0,60,14.65,449.71,43330.0,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,6.0,0
16000.0,36,21.99,610.97,50000.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,10.0,0
7500.0,36,13.99,256.3,98500.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,1,38.0,0
14950.0,36,15.31,520.52,43000.0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,9.0,0
35000.0,60,22.7,980.65,140000.0,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,11.0,0
20125.0,60,14.98,478.57,48000.0,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,8.0,0
11200.0,60,17.57,281.8,23000.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,4.0,0
35000.0,60,13.67,808.42,125000.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,20.0,0
7125.0,36,18.25,258.49,19836.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,4.0,0
19200.0,60,20.3,511.9,150000.0,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,10.0,0
5000.0,36,13.18,168.91,60000.0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,4.0,0
3200.0,36,10.74,104.38,44000.0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,7.0,0
2500.0,36,19.05,91.71,65000.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,10.0,0
4000.0,36,11.99,132.84,45273.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,8.0,0
20000.0,36,6.24,610.62,147500.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,13.0,0
23100.0,36,9.17,736.41,71000.0,1.0,0,1,0,0,0,0,0,0,1,0,0,0,0,14.0,0
10500.0,60,13.33,240.69,37500.0,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,7.0,0
20000.0,60,16.99,496.95,61000.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,10.0,0
3600.0,36,10.99,117.85,57700.0,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,13.0,0
10375.0,36,14.65,357.88,54000.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,7.0,0
8000.0,36,13.33,270.83,40000.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,17.0,0
32000.0,60,9.99,679.75,95248.0,1.0,0,1,0,0,0,0,0,0,1,0,0,0,0,17.0,0
4800.0,36,14.65,165.58,22880.0,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,5.0,0
12800.0,36,7.89,400.46,52000.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,8.0,0
8625.0,36,18.54,314.16,100000.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,8.0,0
7200.0,36,7.49,223.94,30000.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,11.0,0
20000.0,60,12.69,451.9,106000.0,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,6.0,0
6000.0,36,15.61,209.79,60000.0,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,8.0,0
25000.0,60,9.99,531.06,152000.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,11.0,0
20000.0,36,7.26,619.93,84000.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,4.0,0
4000.0,36,11.67,132.23,91000.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,24.0,0
20975.0,36,13.98,716.68,50000.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,11.0,0
20000.0,60,21.98,552.16,72000.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,9.0,0
6000.0,36,14.16,205.54,56400.0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,18.0,0
12000.0,36,8.18,377.04,100000.0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,13.0,0
9250.0,60,13.11,210.99,85000.0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,8.0,0
6000.0,36,6.24,183.19,76000.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,5.0,0
22000.0,60,13.99,511.79,48000.0,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,7.0,0
10000.0,36,9.17,318.79,80000.0,1.0,0,1,0,0,0,0,0,0,1,0,0,0,0,10.0,0
32000.0,36,9.17,1020.13,87000.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,7.0,0
15000.0,36,15.61,524.48,79000.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,1,13.0,0
30000.0,36,6.24,915.93,160000.0,2.0,1,0,0,0,0,0,0,0,1,0,0,0,0,22.0,0
35000.0,36,18.49,1273.96,120000.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,5.0,0
15000.0,60,13.68,346.55,55000.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,11.0,0
